review_id,employee_id,review_date,performance_rating,manager_rating,goal_completion_pct,promotion_recommendation
124,63,2019-08-17 19:05:00,3,1,52.61154019,False
125,63,2021-12-25 11:40:00,2,5,87.28906866,False
126,64,2018-07-06 15:14:00,1,2,61.37599446,False
127,64,2020-03-28 19:31:00,3,5,67.53299729,True
128,64,2022-06-19 11:33:00,4,4,79.26586302,False
129,65,2018-06-24 21:59:00,4,4,68.41697616,True
130,65,2019-11-28 04:34:00,4,5,86.67967666,True
131,65,2018-07-29 18:53:00,3,4,96.20587479,False
132,66,2021-01-05 03:42:00,2,1,93.59869749,True
133,67,2018-11-25 13:54:00,1,4,56.51754033,True
134,67,2022-06-11 18:43:00,5,4,92.30172936,True
135,68,2023-01-06 15:56:00,2,5,98.67496709,False
136,68,2021-12-16 08:00:00,4,2,58.47380606,False
137,68,2021-09-01 23:50:00,4,1,93.98781216,False
138,69,2021-01-30 10:03:00,1,4,61.33486655,True
139,69,2018-03-24 08:15:00,1,5,90.78046274,False
140,70,2020-11-26 09:02:00,2,4,81.86024406,False
141,70,2018-07-11 20:57:00,3,4,66.98284017,True
142,71,2019-02-18 07:51:00,1,1,51.96963254,True
143,71,2022-04-15 03:38:00,3,1,90.47616283,True
144,72,2022-01-23 12:39:00,2,2,94.75414326,True
145,73,2020-09-01 18:15:00,2,2,83.89391515,True
146,74,2023-07-05 22:19:00,1,2,81.34288561,False
147,74,2020-12-27 08:41:00,4,1,66.24224794,True
148,74,2021-08-28 14:50:00,3,5,91.37090383,False
149,75,2020-04-20 16:42:00,2,3,83.54335189,True
150,75,2023-02-07 19:12:00,4,5,64.77117568,False
151,75,2019-04-16 03:53:00,2,2,57.63591389,True
152,76,2023-01-12 08:21:00,1,3,63.48873263,False
153,77,2022-06-09 13:34:00,5,2,92.34448047,True
154,77,2020-12-23 01:24:00,1,2,69.81886511,False
155,78,2021-09-14 19:59:00,2,4,76.37007231,True
156,78,2023-07-10 19:35:00,4,4,67.96243552,True
157,79,2021-10-02 14:50:00,4,3,68.639737,False
158,79,2018-03-14 23:22:00,2,4,86.31592972,True
159,80,2021-11-17 21:23:00,3,5,81.87953424,True
160,80,2020-04-15 19:28:00,2,1,95.72204254,False
161,81,2019-12-31 09:39:00,2,3,72.47266238,False
162,82,2022-01-25 23:16:00,4,4,73.1187083,False
163,82,2018-02-07 19:47:00,3,2,63.71852733,False
164,83,2022-05-06 16:06:00,4,1,88.68787358,False
165,84,2019-11-14 01:21:00,1,4,73.35345188,False
166,85,2021-02-11 19:52:00,3,1,51.6883381,False
167,85,2019-11-17 11:44:00,3,3,71.58948279,True
168,85,2022-11-29 00:16:00,3,5,89.78378892,True
169,86,2018-11-17 16:25:00,4,2,96.38128442,True
170,86,2019-03-27 21:43:00,3,5,76.91900725,True
171,86,2022-01-20 08:17:00,3,4,65.94535952,False
172,87,2023-01-17 14:16:00,2,1,87.16851368,False
173,87,2018-12-10 02:52:00,3,3,59.02161059,True
174,88,2021-05-10 09:38:00,1,5,52.75149874,True
175,88,2018-12-14 04:26:00,3,3,91.72423456,False
176,88,2021-05-29 17:05:00,3,2,54.07603577,False
177,89,2018-08-29 12:57:00,5,3,88.36711496,False
178,90,2021-07-25 19:51:00,3,2,93.62425141,True
179,91,2023-05-27 18:05:00,1,1,69.69388855,False
180,91,2023-07-28 01:20:00,2,5,52.11244717,False
181,91,2021-09-21 09:43:00,4,2,94.34065994,True
182,92,2018-12-24 13:25:00,1,4,91.31267807,False
183,92,2018-02-18 20:39:00,4,5,98.78164083,False
184,93,2018-07-14 16:44:00,2,5,68.49050103,True
185,93,2019-12-28 01:18:00,1,1,90.41125735,False
186,94,2019-01-20 11:08:00,3,5,50.22365842,False
187,94,2019-05-08 08:36:00,3,3,62.70015894,True
188,95,2018-05-18 18:22:00,5,5,94.76778175,False
189,95,2019-04-03 18:36:00,4,3,51.79775796,False
190,96,2019-04-25 03:13:00,5,4,85.90905645,True
191,96,2022-03-18 10:25:00,1,1,65.62563821,True
192,97,2019-12-16 21:56:00,5,2,89.94617183,True
193,97,2020-10-07 13:13:00,3,1,85.73946141,True
194,97,2018-03-02 23:02:00,5,4,88.77502539,True
195,98,2020-02-03 06:40:00,2,1,94.08495147,False
196,99,2021-06-23 10:51:00,1,4,56.04727214,False
197,100,2023-08-03 22:51:00,2,2,81.08549418,False
198,101,2020-12-14 21:02:00,5,4,98.9201747,False
199,101,2021-11-18 17:50:00,1,4,76.72746862,True
200,101,2023-09-27 11:03:00,5,5,69.35856131,False
201,102,2020-04-05 17:14:00,5,1,52.52156213,True
202,102,2021-12-27 12:52:00,2,5,86.7274393,False
203,103,2022-06-02 11:33:00,5,1,91.39322286,True
204,103,2019-07-07 15:42:00,4,4,55.39124791,True
205,103,2018-09-13 23:21:00,3,1,59.59519918,False
206,104,2020-10-09 13:49:00,1,3,52.85887149,False
207,104,2019-06-18 23:07:00,1,2,70.1894588,False
208,104,2018-01-30 07:12:00,1,3,89.70192309,True
209,105,2022-06-23 09:14:00,2,1,91.87359184,False
210,105,2019-10-26 06:29:00,5,1,99.87185794,True
211,106,2023-12-10 08:48:00,4,2,60.7857428,False
212,106,2019-04-25 20:41:00,3,3,94.85824858,False
213,106,2023-03-06 05:10:00,2,2,91.2419553,True
214,107,2020-02-10 16:18:00,3,5,93.52332258,True
215,108,2018-06-02 10:59:00,1,1,72.69464552,True
216,108,2022-03-07 20:14:00,3,5,89.06515844,True
217,109,2022-04-21 08:52:00,2,1,70.96534897,False
218,110,2019-11-10 15:56:00,2,5,50.06030802,False
219,110,2021-08-20 18:38:00,3,4,50.04887359,True
220,110,2019-12-30 04:11:00,2,1,59.15543947,False
221,111,2019-10-16 02:35:00,1,2,70.68211428,True
222,111,2022-07-27 03:53:00,3,5,96.47100617,True
223,111,2018-05-13 18:31:00,4,4,52.07521095,True
224,112,2019-08-27 14:54:00,2,5,52.04285962,True
225,113,2020-07-10 07:57:00,1,5,73.16128081,True
226,113,2022-04-05 10:53:00,2,4,82.46157978,False
227,113,2020-03-24 08:22:00,1,2,99.40491856,True
228,114,2022-05-22 19:40:00,2,4,70.53581769,True
229,114,2019-10-06 00:19:00,4,3,55.07115701,True
230,115,2019-11-05 07:53:00,2,2,93.29609081,False
231,115,2022-07-09 13:49:00,4,4,60.17430853,True
232,115,2022-10-23 00:39:00,1,4,58.92886328,False
233,116,2021-04-09 00:23:00,3,1,69.85218276,False
234,116,2023-03-14 03:13:00,4,5,63.56018655,False
235,116,2018-11-29 18:42:00,2,4,74.95316608,False
236,117,2023-04-03 02:55:00,1,4,72.96257767,False
237,118,2020-07-27 17:58:00,3,5,64.38591889,True
238,119,2018-04-20 19:42:00,4,1,54.95824039,True
239,119,2020-05-12 04:17:00,3,2,83.50874865,False
240,119,2022-03-17 19:31:00,3,5,60.32660541,True
241,120,2023-12-20 17:45:00,5,5,96.705387,True
242,120,2023-09-04 13:51:00,5,5,77.06203273,True
243,121,2020-11-27 12:46:00,4,2,62.51556086,True
244,121,2023-12-06 20:57:00,3,1,86.04938417,False
245,121,2023-08-16 20:54:00,2,4,64.80306639,False
246,122,2023-01-24 06:52:00,2,3,70.20588345,True
247,122,2018-07-11 20:13:00,3,2,75.88378563,True
248,123,2022-08-21 23:43:00,4,3,83.24464029,False
249,123,2020-05-08 00:01:00,3,2,76.2992039,False
250,123,2023-07-26 21:41:00,1,1,56.33167869,False
251,124,2020-05-01 05:08:00,4,2,53.67150669,True
252,125,2019-07-01 06:45:00,5,5,95.41281975,False
253,126,2019-06-04 10:29:00,3,5,56.65939546,False
254,127,2023-01-23 23:40:00,3,2,73.64921406,True
255,127,2018-07-28 08:52:00,1,3,59.80226218,False
256,128,2023-10-30 22:16:00,1,3,58.45513246,False
257,128,2023-11-17 12:31:00,3,5,63.89336225,False
258,128,2018-08-15 06:48:00,3,4,51.61420997,False
259,129,2020-05-28 04:43:00,5,5,93.85323271,True
260,129,2021-07-12 01:48:00,1,2,85.33706196,True
261,129,2022-02-02 08:22:00,3,1,61.10610824,False
262,130,2023-11-14 05:22:00,5,5,75.13451683,False
263,130,2020-04-22 18:03:00,4,1,89.41166514,False
264,131,2020-04-02 18:28:00,4,2,96.77335984,True
265,132,2021-09-29 22:58:00,1,4,50.85254852,False
266,132,2020-03-31 10:17:00,2,5,86.06903219,True
267,132,2021-07-08 19:14:00,1,3,86.93095095,False
268,133,2020-04-21 15:49:00,5,1,97.07938939,True
269,133,2019-10-19 23:28:00,4,1,77.18142209,False
270,133,2023-01-08 21:01:00,1,5,99.24407707,True
271,134,2021-10-11 07:40:00,5,3,72.0963658,False
272,134,2019-03-21 08:30:00,2,5,63.05609797,False
273,135,2020-07-30 15:28:00,1,4,99.2996748,True
274,136,2021-03-05 04:40:00,3,2,92.99528407,False
275,136,2018-09-15 12:30:00,1,4,83.10565142,True
276,137,2022-04-22 10:53:00,1,5,56.98722143,False
277,137,2020-08-01 21:15:00,5,5,56.02034425,True
278,137,2021-08-29 08:53:00,3,3,96.98952051,True
279,138,2022-10-23 05:56:00,2,3,80.02591478,False
280,138,2022-06-12 05:26:00,1,2,65.40023964,False
281,138,2021-09-18 18:58:00,4,1,58.62295571,True
282,139,2019-04-02 10:07:00,3,2,82.46746432,False
283,139,2022-02-20 21:54:00,4,5,85.5244411,True
284,139,2018-02-25 19:03:00,1,3,91.28630487,True
285,140,2023-09-05 02:33:00,2,3,50.22368303,False
286,140,2021-03-21 03:21:00,1,3,61.49469541,False
287,141,2020-12-03 19:51:00,1,1,71.43819786,False
288,142,2021-06-13 21:39:00,2,3,64.51130793,False
289,142,2023-10-29 06:49:00,5,5,82.28567668,True
290,143,2020-04-09 08:57:00,2,2,50.95360184,True
291,143,2018-12-02 18:07:00,3,2,56.79944654,False
292,144,2018-04-06 08:59:00,3,1,68.94466025,False
293,144,2020-01-09 21:09:00,1,3,95.40729985,False
294,145,2019-10-02 17:58:00,5,4,56.29125609,True
295,146,2018-06-12 05:34:00,3,2,64.73668999,True
296,147,2023-10-12 02:08:00,5,1,99.80906593,True
297,147,2021-08-25 12:28:00,1,3,93.86521682,False
298,148,2018-11-10 06:46:00,4,1,64.68587505,True
299,148,2021-07-02 12:31:00,1,1,56.38897539,True
300,149,2018-09-30 17:38:00,4,1,81.70152685,False
301,149,2019-05-29 07:33:00,5,3,74.57901782,True
302,149,2021-12-15 08:23:00,5,1,90.27350246,False
303,150,2021-11-21 01:55:00,2,5,56.55145093,True
304,151,2020-12-18 00:18:00,2,3,81.29780772,True
305,152,2018-01-02 09:48:00,4,1,79.57802866,True
306,153,2023-06-27 04:29:00,4,5,50.45126036,False
307,153,2020-03-07 21:53:00,4,4,86.97838001,True
308,154,2019-09-08 19:20:00,4,4,73.39525472,False
309,154,2020-05-21 08:42:00,1,4,78.21712753,True
310,154,2022-03-20 04:26:00,1,4,85.09705239,False
311,155,2018-05-01 00:36:00,2,5,60.78945728,False
312,156,2022-10-30 06:43:00,5,3,69.90057084,True
313,156,2022-05-09 19:17:00,5,3,98.59786149,True
314,156,2022-06-27 21:07:00,5,1,64.35439247,False
315,157,2022-09-09 21:45:00,1,3,61.70305318,True
316,157,2023-09-16 10:49:00,1,2,71.48605167,False
317,157,2022-01-23 07:10:00,2,5,85.20161192,False
318,158,2023-07-15 14:08:00,2,2,83.00578964,False
319,158,2021-10-02 18:32:00,5,2,70.00695242,False
320,159,2021-09-11 22:26:00,4,4,69.16516387,True
321,160,2023-05-24 05:23:00,5,3,68.31962453,True
322,161,2020-06-25 02:54:00,2,4,65.26823154,True
323,161,2021-01-03 15:55:00,3,5,86.64464232,False
324,161,2021-07-17 22:03:00,4,5,63.33228674,False
325,162,2018-11-27 11:13:00,5,2,95.09885591,True
326,163,2023-11-01 15:49:00,4,5,72.2068823,True
327,164,2019-06-03 17:19:00,1,5,92.66059633,False
328,164,2022-10-17 10:51:00,3,5,53.71586368,True
329,164,2018-05-29 05:03:00,2,1,55.23100374,False
330,165,2020-05-23 16:28:00,3,5,63.98962228,False
331,165,2019-10-03 16:14:00,5,4,64.47982889,True
332,166,2021-10-27 11:51:00,5,3,50.52538324,False
333,167,2021-10-07 23:35:00,4,4,60.61821803,True
334,167,2022-10-27 16:03:00,3,2,57.15524489,False
335,168,2018-06-15 00:34:00,3,2,76.34015829,True
336,169,2021-10-19 01:28:00,4,3,54.74084608,False
337,169,2021-04-25 02:24:00,5,5,53.15705653,False
338,170,2020-10-31 10:05:00,1,3,75.01862475,True
339,170,2022-05-19 08:05:00,4,1,89.31925584,False
340,171,2021-08-20 02:05:00,5,3,70.74874062,True
341,171,2020-11-14 05:57:00,1,4,63.88902159,True
342,171,2022-02-22 20:44:00,3,5,96.39166395,False
343,172,2022-09-29 18:10:00,1,5,99.76826889,False
344,172,2019-04-10 00:33:00,4,2,91.14414466,False
345,172,2019-01-01 06:25:00,4,1,99.25090995,False
346,173,2020-01-27 09:48:00,2,2,63.07814681,False
347,173,2018-06-27 02:51:00,2,5,98.59334544,False
348,173,2019-06-09 11:39:00,2,2,50.50915751,True
349,174,2021-10-20 22:37:00,1,5,51.33716949,True
350,174,2023-10-30 02:16:00,2,3,73.597189,True
351,174,2020-07-23 11:01:00,1,5,60.61046323,True
352,175,2023-08-01 19:39:00,1,3,70.12454492,True
353,175,2019-05-11 00:30:00,3,2,69.03918248,False
354,176,2022-11-28 12:55:00,3,1,53.09417946,False
355,176,2018-10-13 14:12:00,3,5,50.94592019,True
356,177,2022-06-15 10:42:00,4,3,74.34160029,True
357,177,2019-02-27 21:25:00,5,5,67.01204022,False
358,178,2018-12-24 11:17:00,2,4,80.55943839,False
359,178,2021-02-20 09:02:00,1,4,55.25395843,False
360,178,2020-09-15 02:22:00,2,4,87.57554104,True
361,179,2019-11-02 01:33:00,1,4,68.4343853,False
362,180,2021-01-10 11:48:00,2,2,50.48989539,False
363,180,2020-07-21 00:17:00,5,4,54.03681836,False
364,181,2018-05-15 02:43:00,1,2,86.53476744,True
365,181,2022-01-08 01:54:00,4,4,51.37551015,False
366,182,2022-01-27 12:52:00,1,3,94.27083849,True
367,182,2020-04-06 15:54:00,2,4,77.55292262,True
368,182,2018-07-08 13:48:00,2,5,57.60973295,False
369,183,2023-12-19 07:59:00,1,5,69.99574156,True
370,183,2023-12-02 05:16:00,5,1,53.76498804,False
371,184,2019-05-25 10:26:00,1,2,60.29012365,True
372,184,2020-03-18 12:04:00,3,3,86.80904892,True
373,185,2022-06-15 07:25:00,4,5,79.14796414,True
374,186,2018-01-13 16:43:00,3,3,77.84579051,False
375,186,2019-07-03 07:42:00,2,5,53.34910624,True
376,186,2020-02-01 03:16:00,2,3,54.88463118,False
377,187,2022-07-18 02:41:00,4,1,50.52967505,True
378,188,2021-02-25 18:23:00,3,3,66.88821238,True
379,189,2018-05-22 06:45:00,4,1,59.12512382,False
380,190,2020-04-05 07:37:00,5,3,99.11469974,False
381,190,2023-10-24 21:21:00,2,3,50.92963701,True
382,190,2020-12-19 06:39:00,2,2,55.48268588,True
383,191,2023-06-13 11:24:00,3,5,54.84967843,True
384,192,2022-06-03 04:15:00,2,4,76.05327909,False
385,192,2023-08-16 10:47:00,4,1,96.8284303,True
386,192,2022-08-19 17:35:00,4,2,75.83839914,True
387,193,2020-09-08 17:48:00,2,5,65.62952896,False
388,194,2021-10-01 01:15:00,4,5,83.83273667,False
389,195,2023-03-24 22:47:00,4,2,51.35130166,True
390,195,2023-04-02 12:11:00,5,2,55.39796954,True
391,195,2023-07-27 04:15:00,1,1,90.45020868,True
392,196,2020-08-12 14:48:00,1,4,98.57483182,True
393,196,2021-09-11 00:13:00,1,2,78.94000584,False
394,196,2023-09-16 12:49:00,5,2,82.15419697,True
395,197,2018-03-17 22:20:00,1,1,56.36705602,True
396,197,2020-12-25 00:41:00,1,5,88.6776056,True
397,197,2023-06-21 10:43:00,4,3,79.08279345,True
398,198,2019-06-07 08:43:00,4,3,56.88945767,True
399,198,2023-12-23 09:02:00,4,4,72.09277154,True
400,198,2022-06-14 17:00:00,3,5,57.02139092,True
401,199,2019-11-18 23:32:00,2,3,56.29469267,False
402,199,2022-11-11 20:20:00,5,4,94.10075702,True
403,199,2019-12-30 21:50:00,5,4,63.43992554,True
404,200,2019-11-16 04:31:00,4,2,75.54010867,False
405,201,2019-01-25 14:39:00,4,1,77.8614108,False
406,201,2018-12-28 00:26:00,2,1,82.44951914,True
407,202,2020-05-02 12:35:00,3,5,91.09367859,False
408,203,2022-07-02 20:53:00,3,3,96.98983649,True
409,204,2022-05-06 03:59:00,5,2,66.24148018,True
410,204,2023-11-19 03:26:00,3,5,85.65784284,False
411,205,2020-08-04 08:19:00,1,1,81.02378747,False
412,205,2019-12-04 13:23:00,2,5,72.05081187,True
413,205,2018-11-04 23:23:00,2,5,88.92797857,True
414,206,2020-12-20 17:07:00,3,1,94.68873047,True
415,207,2023-01-14 07:50:00,5,2,77.00233575,False
416,207,2018-04-14 16:01:00,3,5,70.64773822,False
417,208,2020-03-01 06:06:00,5,3,51.87145761,False
418,208,2018-11-01 09:22:00,5,4,99.96106941,False
419,209,2021-06-02 18:52:00,5,1,62.52201127,True
420,209,2018-12-26 18:28:00,4,2,58.28981287,True
421,209,2022-05-07 14:03:00,4,2,52.73545583,False
422,210,2018-03-21 00:16:00,3,3,55.26415675,True
423,210,2022-04-26 01:54:00,1,4,73.72110691,False
424,211,2021-07-27 05:30:00,1,5,60.42740945,False
425,212,2021-10-31 10:40:00,4,3,89.69368925,True
426,213,2023-05-31 20:47:00,4,1,69.8214659,True
427,214,2022-08-10 16:00:00,5,5,58.42236731,True
428,214,2021-09-25 14:04:00,4,1,99.13081919,False
429,214,2020-01-09 17:03:00,5,4,98.058479,True
430,215,2021-10-08 17:38:00,5,2,72.83464745,True
431,216,2019-06-30 11:21:00,5,3,63.72784552,False
432,216,2020-05-23 21:22:00,5,2,63.38962751,False
433,217,2021-10-09 06:49:00,4,4,85.40571497,False
434,217,2019-07-31 22:40:00,2,1,51.97034872,False
435,217,2018-03-27 16:02:00,4,2,62.08635358,False
436,218,2022-06-06 11:45:00,2,3,73.05980128,False
437,219,2018-11-24 04:20:00,3,2,90.87894929,True
438,219,2021-01-28 13:15:00,3,5,62.72527899,True
439,220,2019-02-17 07:35:00,1,1,66.09102274,True
440,221,2020-09-04 09:11:00,1,5,86.84421757,True
441,222,2018-11-26 09:14:00,2,3,55.34263325,False
442,223,2022-08-13 17:40:00,2,2,50.94540874,True
443,223,2022-11-27 09:12:00,5,4,84.0414967,False
444,224,2018-03-31 04:14:00,5,5,57.78031932,True
445,224,2022-07-24 03:19:00,3,2,70.74689621,False
446,224,2021-05-16 17:50:00,1,5,71.86341354,False
447,225,2020-08-19 03:21:00,5,4,68.26161884,True
448,225,2023-09-27 06:13:00,2,3,84.04832765,True
449,225,2023-09-07 01:48:00,4,3,57.74483682,True
450,226,2021-04-28 21:10:00,4,4,82.77402597,False
451,226,2022-05-07 19:09:00,1,1,99.31610877,False
452,227,2022-09-06 09:50:00,1,1,69.39209846,False
453,228,2022-06-07 16:35:00,4,5,60.27719388,True
454,228,2019-08-31 02:23:00,1,4,57.21794467,False
455,229,2022-02-19 01:17:00,3,5,85.67150775,False
456,230,2018-09-21 07:47:00,5,5,70.17251463,False
457,230,2020-02-03 09:25:00,3,3,61.71673182,False
458,230,2018-05-20 08:48:00,1,5,84.67737709,True
459,231,2018-04-11 03:30:00,2,4,57.82554347,True
460,231,2019-02-15 08:28:00,1,4,93.03275956,False
461,231,2018-05-01 13:37:00,3,1,57.6759933,True
462,232,2023-08-28 06:32:00,2,3,61.96629477,False
463,232,2019-11-03 09:21:00,5,4,91.00992607,True
464,233,2021-03-20 01:40:00,3,2,51.61105694,True
465,233,2020-11-10 07:57:00,2,3,64.93448525,False
466,233,2022-07-15 23:50:00,1,2,74.20885373,False
467,234,2018-06-04 07:18:00,3,5,66.67673679,False
468,234,2019-11-30 12:54:00,3,3,88.45188684,False
469,235,2020-12-23 22:45:00,1,4,65.86335087,True
470,236,2023-01-12 11:35:00,5,3,65.4991392,False
471,236,2019-06-11 10:02:00,1,3,91.79366407,False
472,236,2018-09-05 22:08:00,2,4,75.94951781,False
473,237,2019-01-27 19:08:00,3,4,57.05809572,False
474,237,2021-05-23 02:28:00,3,3,86.75828597,False
475,238,2022-05-26 09:10:00,1,1,51.36523946,True
476,238,2020-02-05 13:30:00,3,4,98.92867918,False
477,239,2019-03-10 17:21:00,5,2,91.2696915,False
478,239,2023-08-26 05:37:00,3,2,76.85456137,True
479,240,2020-01-07 05:12:00,3,3,74.7714993,True
