skill_id,employee_id,skill_name,skill_category,proficiency_level,training_completed,certification_flag
139,44,Python,Technical,1,TRUE,FALSE
140,45,Excel,Technical,5,TRUE,FALSE
141,45,SQL,Technical,1,TRUE,FALSE
142,46,Power BI,Technical,2,FALSE,TRUE
143,46,Communication,Soft,4,FALSE,TRUE
144,46,Leadership,Soft,4,TRUE,FALSE
145,46,Python,Technical,3,TRUE,FALSE
146,47,Leadership,Soft,5,FALSE,TRUE
147,47,Communication,Soft,5,FALSE,TRUE
148,47,SQL,Technical,1,FALSE,FALSE
149,48,Communication,Soft,1,FALSE,TRUE
150,48,Python,Technical,4,FALSE,TRUE
151,48,Leadership,Soft,5,TRUE,FALSE
152,48,Power BI,Technical,2,TRUE,TRUE
153,49,Python,Technical,4,FALSE,TRUE
154,49,Power BI,Technical,5,TRUE,TRUE
155,49,Excel,Technical,1,TRUE,TRUE
156,49,Leadership,Soft,4,FALSE,FALSE
157,50,Excel,Technical,5,TRUE,TRUE
158,50,Leadership,Soft,2,FALSE,FALSE
159,50,SQL,Technical,3,FALSE,TRUE
160,51,Leadership,Soft,5,TRUE,FALSE
161,51,Communication,Soft,4,TRUE,FALSE
162,52,Leadership,Soft,3,TRUE,TRUE
163,52,Power BI,Technical,1,FALSE,FALSE
164,52,SQL,Technical,3,TRUE,TRUE
165,52,Communication,Soft,1,TRUE,FALSE
166,53,Power BI,Technical,2,FALSE,TRUE
167,53,SQL,Technical,1,FALSE,TRUE
168,53,Leadership,Soft,1,FALSE,FALSE
169,54,Excel,Technical,1,FALSE,TRUE
170,54,Python,Technical,5,TRUE,TRUE
171,54,Leadership,Soft,3,FALSE,TRUE
172,55,Power BI,Technical,5,FALSE,TRUE
173,55,Excel,Technical,1,FALSE,TRUE
174,55,Communication,Soft,1,TRUE,TRUE
175,56,SQL,Technical,4,FALSE,FALSE
176,56,Leadership,Soft,2,FALSE,FALSE
177,57,Python,Technical,5,TRUE,FALSE
178,57,Communication,Soft,3,TRUE,TRUE
179,58,Leadership,Soft,5,FALSE,FALSE
180,58,Python,Technical,4,FALSE,FALSE
181,58,Communication,Soft,1,FALSE,FALSE
182,59,Communication,Soft,2,TRUE,TRUE
183,59,Power BI,Technical,3,FALSE,TRUE
184,60,SQL,Technical,1,FALSE,TRUE
185,60,Excel,Technical,2,TRUE,TRUE
186,60,Python,Technical,1,TRUE,TRUE
187,61,SQL,Technical,3,FALSE,TRUE
188,61,Excel,Technical,2,TRUE,TRUE
189,61,Python,Technical,3,TRUE,FALSE
190,61,Power BI,Technical,2,TRUE,TRUE
191,62,Excel,Technical,5,TRUE,FALSE
192,62,Leadership,Soft,1,TRUE,FALSE
193,62,Communication,Soft,3,FALSE,FALSE
194,63,Excel,Technical,4,FALSE,TRUE
195,63,SQL,Technical,5,FALSE,FALSE
196,63,Power BI,Technical,5,TRUE,TRUE
197,63,Python,Technical,2,FALSE,FALSE
198,64,Python,Technical,1,TRUE,TRUE
199,64,SQL,Technical,2,TRUE,FALSE
200,65,Power BI,Technical,4,TRUE,TRUE
201,65,Excel,Technical,5,FALSE,TRUE
202,65,Python,Technical,3,TRUE,FALSE
203,65,SQL,Technical,3,FALSE,FALSE
204,66,Leadership,Soft,3,TRUE,TRUE
205,66,Power BI,Technical,1,TRUE,FALSE
206,66,Excel,Technical,4,TRUE,FALSE
207,66,SQL,Technical,5,TRUE,TRUE
208,67,Communication,Soft,1,FALSE,FALSE
209,67,Leadership,Soft,2,TRUE,TRUE
210,68,Python,Technical,2,TRUE,TRUE
211,68,Power BI,Technical,3,TRUE,FALSE
212,68,SQL,Technical,5,TRUE,FALSE
213,68,Leadership,Soft,3,FALSE,FALSE
214,69,Leadership,Soft,5,FALSE,TRUE
215,69,Communication,Soft,5,FALSE,FALSE
216,69,Python,Technical,4,FALSE,TRUE
217,70,Python,Technical,2,FALSE,TRUE
218,70,Excel,Technical,1,TRUE,FALSE
219,70,Leadership,Soft,1,TRUE,FALSE
220,71,Excel,Technical,1,FALSE,FALSE
221,71,Communication,Soft,3,TRUE,TRUE
222,71,Python,Technical,2,TRUE,TRUE
223,71,Leadership,Soft,2,FALSE,FALSE
224,72,Python,Technical,5,TRUE,TRUE
225,72,Leadership,Soft,1,FALSE,FALSE
226,73,Excel,Technical,4,FALSE,FALSE
227,73,Power BI,Technical,5,FALSE,TRUE
228,73,Communication,Soft,3,TRUE,TRUE
229,74,Excel,Technical,3,TRUE,FALSE
230,74,Leadership,Soft,3,TRUE,TRUE
231,74,Python,Technical,3,TRUE,FALSE
232,75,Excel,Technical,1,TRUE,TRUE
233,75,SQL,Technical,3,TRUE,TRUE
234,75,Leadership,Soft,4,TRUE,FALSE
235,76,Python,Technical,4,FALSE,TRUE
236,76,Power BI,Technical,4,FALSE,TRUE
237,76,SQL,Technical,1,TRUE,FALSE
238,76,Leadership,Soft,5,FALSE,FALSE
239,77,Python,Technical,3,FALSE,TRUE
240,77,Leadership,Soft,3,TRUE,TRUE
241,78,Communication,Soft,4,FALSE,FALSE
242,78,Power BI,Technical,3,TRUE,TRUE
243,79,SQL,Technical,2,TRUE,TRUE
244,79,Excel,Technical,4,TRUE,TRUE
245,79,Python,Technical,5,FALSE,TRUE
246,79,Communication,Soft,3,TRUE,TRUE
247,80,Power BI,Technical,5,FALSE,FALSE
248,80,SQL,Technical,5,FALSE,TRUE
249,80,Communication,Soft,1,TRUE,TRUE
250,81,Python,Technical,4,TRUE,FALSE
251,81,Communication,Soft,5,FALSE,TRUE
252,81,SQL,Technical,2,FALSE,TRUE
253,82,Excel,Technical,3,FALSE,FALSE
254,82,Communication,Soft,3,TRUE,FALSE
255,83,Communication,Soft,4,TRUE,TRUE
256,83,Power BI,Technical,4,FALSE,TRUE
257,83,Leadership,Soft,4,FALSE,FALSE
258,83,Excel,Technical,1,TRUE,TRUE
259,84,Leadership,Soft,4,TRUE,FALSE
260,84,Power BI,Technical,3,FALSE,FALSE
261,85,SQL,Technical,2,FALSE,FALSE
262,85,Excel,Technical,5,TRUE,TRUE
263,85,Python,Technical,1,TRUE,TRUE
264,86,Communication,Soft,4,TRUE,TRUE
265,86,Python,Technical,5,FALSE,FALSE
266,86,SQL,Technical,5,FALSE,FALSE
267,86,Leadership,Soft,3,TRUE,FALSE
268,87,Leadership,Soft,2,FALSE,FALSE
269,87,Power BI,Technical,3,FALSE,FALSE
270,88,SQL,Technical,5,FALSE,FALSE
271,88,Power BI,Technical,4,TRUE,FALSE
272,88,Communication,Soft,4,FALSE,TRUE
273,89,Leadership,Soft,2,TRUE,TRUE
274,89,Excel,Technical,1,TRUE,TRUE
275,89,Power BI,Technical,1,FALSE,TRUE
276,90,Leadership,Soft,5,FALSE,FALSE
277,90,Excel,Technical,5,TRUE,TRUE
278,91,Python,Technical,1,TRUE,FALSE
279,91,Excel,Technical,3,TRUE,FALSE
280,92,Power BI,Technical,3,TRUE,FALSE
281,92,SQL,Technical,4,FALSE,FALSE
282,92,Communication,Soft,2,FALSE,FALSE
283,93,Power BI,Technical,2,FALSE,FALSE
284,93,Excel,Technical,3,FALSE,TRUE
285,93,Leadership,Soft,1,FALSE,FALSE
286,93,Communication,Soft,1,TRUE,FALSE
287,94,Power BI,Technical,5,TRUE,TRUE
288,94,Excel,Technical,2,TRUE,TRUE
289,94,Python,Technical,3,FALSE,TRUE
290,94,Communication,Soft,4,TRUE,TRUE
291,95,Leadership,Soft,5,TRUE,FALSE
292,95,SQL,Technical,5,FALSE,TRUE
293,95,Python,Technical,1,FALSE,TRUE
294,95,Power BI,Technical,3,TRUE,TRUE
295,96,Communication,Soft,2,TRUE,TRUE
296,96,Leadership,Soft,2,TRUE,FALSE
297,97,Power BI,Technical,3,FALSE,FALSE
298,97,Communication,Soft,5,TRUE,FALSE
299,97,SQL,Technical,4,FALSE,FALSE
300,97,Excel,Technical,1,TRUE,TRUE
301,98,Power BI,Technical,5,TRUE,TRUE
302,98,Excel,Technical,5,FALSE,TRUE
303,98,Python,Technical,5,TRUE,FALSE
304,99,Communication,Soft,5,FALSE,FALSE
305,99,Python,Technical,4,FALSE,FALSE
306,100,Power BI,Technical,1,FALSE,TRUE
307,100,Python,Technical,4,FALSE,TRUE
308,100,Excel,Technical,1,FALSE,TRUE
309,100,Communication,Soft,2,TRUE,TRUE
310,101,SQL,Technical,2,FALSE,FALSE
311,101,Python,Technical,2,FALSE,FALSE
312,101,Communication,Soft,5,FALSE,FALSE
313,102,Excel,Technical,5,FALSE,FALSE
314,102,Leadership,Soft,1,FALSE,FALSE
315,102,SQL,Technical,2,FALSE,FALSE
316,103,Power BI,Technical,5,TRUE,FALSE
317,103,SQL,Technical,4,FALSE,FALSE
318,103,Excel,Technical,4,FALSE,FALSE
319,103,Python,Technical,1,FALSE,TRUE
320,104,SQL,Technical,5,TRUE,FALSE
321,104,Excel,Technical,5,TRUE,TRUE
322,105,Power BI,Technical,5,TRUE,TRUE
323,105,Leadership,Soft,3,TRUE,FALSE
324,105,Python,Technical,2,TRUE,FALSE
325,106,Power BI,Technical,1,FALSE,TRUE
326,106,Leadership,Soft,1,TRUE,FALSE
327,107,SQL,Technical,1,FALSE,FALSE
328,107,Power BI,Technical,1,TRUE,TRUE
329,108,Power BI,Technical,3,TRUE,FALSE
330,108,Excel,Technical,3,FALSE,FALSE
331,108,Communication,Soft,4,FALSE,FALSE
332,109,Python,Technical,4,TRUE,FALSE
333,109,Excel,Technical,2,FALSE,TRUE
334,109,Communication,Soft,2,FALSE,FALSE
335,110,Power BI,Technical,4,TRUE,FALSE
336,110,Excel,Technical,3,FALSE,TRUE
337,110,Leadership,Soft,2,TRUE,TRUE
338,111,Python,Technical,5,FALSE,TRUE
339,111,Power BI,Technical,3,TRUE,FALSE
340,111,Leadership,Soft,1,FALSE,TRUE
341,112,SQL,Technical,1,FALSE,FALSE
342,112,Python,Technical,1,TRUE,TRUE
343,113,Communication,Soft,2,TRUE,TRUE
344,113,Excel,Technical,4,TRUE,TRUE
345,113,Power BI,Technical,4,TRUE,FALSE
346,114,Python,Technical,4,TRUE,TRUE
347,114,Communication,Soft,3,FALSE,TRUE
348,115,Leadership,Soft,1,TRUE,FALSE
349,115,Excel,Technical,5,TRUE,TRUE
350,115,Communication,Soft,3,TRUE,TRUE
351,116,SQL,Technical,4,TRUE,FALSE
352,116,Power BI,Technical,5,TRUE,FALSE
353,116,Communication,Soft,5,TRUE,FALSE
354,117,Power BI,Technical,1,FALSE,TRUE
355,117,SQL,Technical,5,FALSE,TRUE
356,117,Excel,Technical,2,FALSE,TRUE
357,117,Communication,Soft,2,TRUE,FALSE
358,118,Excel,Technical,2,FALSE,TRUE
359,118,Leadership,Soft,4,FALSE,FALSE
360,119,Power BI,Technical,5,FALSE,TRUE
361,119,Python,Technical,1,FALSE,TRUE
362,119,Leadership,Soft,5,FALSE,TRUE
363,119,Communication,Soft,5,TRUE,TRUE
364,120,Power BI,Technical,1,FALSE,TRUE
365,120,Excel,Technical,5,TRUE,FALSE
366,121,Python,Technical,4,FALSE,TRUE
367,121,Excel,Technical,2,TRUE,FALSE
368,121,Leadership,Soft,4,TRUE,TRUE
369,122,Python,Technical,2,TRUE,TRUE
370,122,Excel,Technical,2,FALSE,FALSE
371,122,Power BI,Technical,5,FALSE,TRUE
372,122,Communication,Soft,4,TRUE,FALSE
373,123,Leadership,Soft,1,FALSE,FALSE
374,123,Excel,Technical,5,TRUE,FALSE
375,123,Communication,Soft,3,FALSE,TRUE
376,124,Excel,Technical,2,TRUE,TRUE
377,124,SQL,Technical,5,TRUE,FALSE
378,124,Power BI,Technical,5,TRUE,FALSE
379,125,Excel,Technical,2,FALSE,TRUE
380,125,Leadership,Soft,2,FALSE,TRUE
381,125,Communication,Soft,4,FALSE,FALSE
382,125,Power BI,Technical,2,FALSE,FALSE
383,126,Leadership,Soft,1,TRUE,FALSE
384,126,SQL,Technical,4,TRUE,TRUE
385,127,Leadership,Soft,1,FALSE,TRUE
386,127,Communication,Soft,4,TRUE,TRUE
387,127,Power BI,Technical,4,TRUE,TRUE
388,127,SQL,Technical,2,FALSE,FALSE
389,128,Leadership,Soft,1,FALSE,FALSE
390,128,SQL,Technical,3,FALSE,TRUE
391,128,Communication,Soft,5,FALSE,TRUE
392,129,Power BI,Technical,4,FALSE,FALSE
393,129,Python,Technical,3,FALSE,TRUE
394,129,SQL,Technical,2,TRUE,FALSE
395,130,Communication,Soft,4,TRUE,TRUE
396,130,SQL,Technical,4,TRUE,TRUE
397,130,Power BI,Technical,3,FALSE,TRUE
398,130,Python,Technical,5,FALSE,TRUE
399,131,Python,Technical,1,TRUE,TRUE
400,131,Leadership,Soft,1,FALSE,TRUE
401,132,Power BI,Technical,5,TRUE,TRUE
402,132,Leadership,Soft,4,TRUE,FALSE
403,132,Excel,Technical,2,FALSE,TRUE
404,132,Communication,Soft,5,FALSE,TRUE
405,133,Leadership,Soft,1,FALSE,FALSE
406,133,Power BI,Technical,3,FALSE,TRUE
407,133,SQL,Technical,5,FALSE,TRUE
408,134,Communication,Soft,4,FALSE,FALSE
409,134,Python,Technical,2,FALSE,FALSE
410,134,Leadership,Soft,2,TRUE,TRUE
411,134,Power BI,Technical,3,FALSE,TRUE
412,135,Excel,Technical,2,FALSE,FALSE
413,135,Power BI,Technical,2,TRUE,FALSE
414,135,Leadership,Soft,2,FALSE,TRUE
415,135,SQL,Technical,3,FALSE,TRUE
416,136,Python,Technical,2,FALSE,FALSE
417,136,Leadership,Soft,3,FALSE,TRUE
418,136,Excel,Technical,4,TRUE,TRUE
419,136,Power BI,Technical,3,FALSE,TRUE
420,137,SQL,Technical,2,FALSE,TRUE
421,137,Communication,Soft,1,FALSE,TRUE
422,137,Excel,Technical,3,FALSE,FALSE
423,138,Excel,Technical,1,FALSE,TRUE
424,138,Power BI,Technical,5,TRUE,FALSE
425,139,SQL,Technical,3,TRUE,FALSE
426,139,Excel,Technical,2,FALSE,FALSE
427,139,Power BI,Technical,3,FALSE,FALSE
428,140,Communication,Soft,1,TRUE,FALSE
429,140,SQL,Technical,1,FALSE,TRUE
430,140,Power BI,Technical,3,FALSE,TRUE
431,141,Excel,Technical,1,FALSE,FALSE
432,141,Leadership,Soft,2,TRUE,TRUE
433,141,SQL,Technical,2,FALSE,TRUE
434,141,Power BI,Technical,3,TRUE,TRUE
435,142,Excel,Technical,5,TRUE,FALSE
436,142,SQL,Technical,1,TRUE,FALSE
437,143,Communication,Soft,4,FALSE,FALSE
438,143,Python,Technical,4,TRUE,TRUE
439,143,Leadership,Soft,5,FALSE,FALSE
440,144,SQL,Technical,3,TRUE,FALSE
441,144,Communication,Soft,3,TRUE,TRUE
442,144,Excel,Technical,1,TRUE,FALSE
443,144,Leadership,Soft,1,FALSE,TRUE
444,145,Python,Technical,1,TRUE,TRUE
445,145,Leadership,Soft,2,TRUE,TRUE
446,145,Power BI,Technical,5,TRUE,FALSE
447,146,Excel,Technical,2,TRUE,TRUE
448,146,SQL,Technical,4,TRUE,FALSE
449,146,Power BI,Technical,2,TRUE,FALSE
450,146,Leadership,Soft,4,FALSE,FALSE
451,147,Leadership,Soft,5,FALSE,FALSE
452,147,Excel,Technical,3,TRUE,TRUE
453,147,Power BI,Technical,1,TRUE,FALSE
454,148,Excel,Technical,5,FALSE,TRUE
455,148,Python,Technical,2,FALSE,TRUE
456,149,Leadership,Soft,4,FALSE,FALSE
457,149,SQL,Technical,1,TRUE,FALSE
458,149,Excel,Technical,2,TRUE,TRUE
459,150,SQL,Technical,5,FALSE,TRUE
460,150,Power BI,Technical,4,TRUE,TRUE
461,150,Communication,Soft,5,FALSE,TRUE
462,150,Python,Technical,4,TRUE,FALSE
463,151,Communication,Soft,5,TRUE,FALSE
464,151,Power BI,Technical,4,FALSE,TRUE
465,152,Python,Technical,3,FALSE,FALSE
466,152,Communication,Soft,5,FALSE,TRUE
467,152,Leadership,Soft,2,TRUE,FALSE
468,153,Python,Technical,3,FALSE,TRUE
469,153,Power BI,Technical,1,TRUE,TRUE
470,154,Python,Technical,4,FALSE,TRUE
471,154,Communication,Soft,5,TRUE,TRUE
472,155,Communication,Soft,1,FALSE,TRUE
473,155,Power BI,Technical,3,TRUE,TRUE
474,155,Leadership,Soft,4,TRUE,TRUE
475,155,Python,Technical,3,FALSE,FALSE
476,156,Power BI,Technical,5,TRUE,FALSE
477,156,Python,Technical,2,FALSE,FALSE
478,157,SQL,Technical,5,FALSE,FALSE
479,157,Python,Technical,5,TRUE,FALSE
480,157,Communication,Soft,1,TRUE,FALSE
481,158,SQL,Technical,5,FALSE,FALSE
482,158,Python,Technical,1,FALSE,TRUE
483,158,Communication,Soft,2,FALSE,TRUE
484,159,Excel,Technical,2,TRUE,FALSE
485,159,Communication,Soft,4,TRUE,TRUE
486,160,Excel,Technical,4,FALSE,FALSE
487,160,Power BI,Technical,2,TRUE,TRUE
488,160,Communication,Soft,3,TRUE,FALSE
489,160,Leadership,Soft,3,TRUE,FALSE
490,161,Excel,Technical,5,TRUE,FALSE
491,161,Communication,Soft,5,TRUE,TRUE
492,161,SQL,Technical,4,FALSE,FALSE
493,161,Leadership,Soft,2,TRUE,FALSE
494,162,Leadership,Soft,2,FALSE,TRUE
495,162,Power BI,Technical,1,TRUE,TRUE
496,162,SQL,Technical,3,FALSE,TRUE
497,163,SQL,Technical,3,FALSE,FALSE
498,163,Power BI,Technical,4,TRUE,FALSE
499,164,Communication,Soft,1,FALSE,FALSE
500,164,Excel,Technical,3,TRUE,TRUE
501,164,Power BI,Technical,1,FALSE,FALSE
502,164,Leadership,Soft,1,FALSE,FALSE
503,165,Power BI,Technical,4,TRUE,FALSE
504,165,SQL,Technical,3,TRUE,TRUE
505,165,Leadership,Soft,2,TRUE,TRUE
506,166,Excel,Technical,5,TRUE,TRUE
507,166,Python,Technical,3,FALSE,TRUE
508,166,Power BI,Technical,5,TRUE,FALSE
509,167,Excel,Technical,5,TRUE,TRUE
510,167,Leadership,Soft,4,TRUE,FALSE
511,167,SQL,Technical,3,TRUE,TRUE
512,168,Python,Technical,4,TRUE,TRUE
513,168,Power BI,Technical,4,FALSE,FALSE
514,168,SQL,Technical,1,TRUE,TRUE
515,168,Excel,Technical,2,TRUE,TRUE
516,169,Leadership,Soft,3,TRUE,TRUE
517,169,SQL,Technical,2,FALSE,FALSE
518,169,Power BI,Technical,5,FALSE,TRUE
519,169,Communication,Soft,2,TRUE,FALSE
520,170,Communication,Soft,3,TRUE,TRUE
521,170,Power BI,Technical,1,TRUE,FALSE
522,170,Leadership,Soft,2,TRUE,FALSE
523,171,Communication,Soft,5,TRUE,FALSE
524,171,Python,Technical,4,FALSE,TRUE
525,171,Leadership,Soft,3,TRUE,FALSE
526,172,Communication,Soft,5,TRUE,FALSE
527,172,Excel,Technical,3,FALSE,TRUE
528,173,Excel,Technical,2,TRUE,FALSE
529,173,SQL,Technical,1,FALSE,FALSE
530,174,Excel,Technical,2,FALSE,FALSE
531,174,Leadership,Soft,4,TRUE,TRUE
532,174,SQL,Technical,3,FALSE,TRUE
533,174,Power BI,Technical,4,TRUE,TRUE
534,175,Power BI,Technical,3,TRUE,FALSE
535,175,Excel,Technical,4,TRUE,FALSE
536,175,Python,Technical,4,TRUE,TRUE
537,176,SQL,Technical,3,FALSE,FALSE
538,176,Leadership,Soft,4,TRUE,FALSE
539,176,Power BI,Technical,5,FALSE,TRUE
540,176,Excel,Technical,5,TRUE,TRUE
541,177,Leadership,Soft,5,FALSE,TRUE
542,177,Excel,Technical,1,TRUE,TRUE
543,177,Communication,Soft,5,TRUE,FALSE
544,178,Communication,Soft,1,FALSE,TRUE
545,178,Power BI,Technical,2,FALSE,TRUE
546,179,Excel,Technical,3,TRUE,FALSE
547,179,SQL,Technical,3,FALSE,TRUE
548,179,Python,Technical,2,TRUE,FALSE
549,180,SQL,Technical,3,FALSE,FALSE
550,180,Excel,Technical,4,FALSE,FALSE
551,180,Leadership,Soft,4,FALSE,FALSE
552,181,Power BI,Technical,1,FALSE,FALSE
553,181,Leadership,Soft,4,FALSE,TRUE
554,182,Python,Technical,3,TRUE,FALSE
555,182,SQL,Technical,5,TRUE,TRUE
556,182,Leadership,Soft,5,FALSE,TRUE
557,183,Power BI,Technical,3,TRUE,FALSE
558,183,Python,Technical,5,FALSE,TRUE
559,183,Communication,Soft,5,TRUE,FALSE
560,183,SQL,Technical,5,TRUE,FALSE
561,184,Leadership,Soft,2,TRUE,FALSE
562,184,Power BI,Technical,1,FALSE,TRUE
563,185,Excel,Technical,2,FALSE,FALSE
564,185,Communication,Soft,3,TRUE,TRUE
565,185,Power BI,Technical,5,FALSE,TRUE
566,185,SQL,Technical,3,TRUE,TRUE
567,186,Excel,Technical,1,TRUE,FALSE
568,186,Communication,Soft,2,TRUE,FALSE
569,187,Leadership,Soft,2,FALSE,FALSE
570,187,SQL,Technical,2,FALSE,TRUE
571,188,Excel,Technical,1,FALSE,FALSE
572,188,Python,Technical,5,FALSE,TRUE
573,188,Communication,Soft,5,TRUE,FALSE
574,189,Python,Technical,2,FALSE,FALSE
575,189,Communication,Soft,5,FALSE,TRUE
