attrition_id,employee_id,attrition_flag,attrition_date,attrition_reason,exit_interview_score,rehire_eligible
152,3908,TRUE,5/21/2020 20:29,Career Growth,5,TRUE
153,4674,TRUE,9/15/2022 4:52,Career Growth,2,FALSE
154,4903,TRUE,8/16/2017 19:14,Manager Issues,5,TRUE
155,1861,TRUE,7/21/2020 10:09,Career Growth,1,TRUE
156,9,TRUE,5/28/2017 18:05,Career Growth,5,FALSE
157,2895,TRUE,5/26/2019 7:27,Manager Issues,3,FALSE
158,2848,TRUE,8/13/2020 7:58,Salary,3,FALSE
159,3665,TRUE,4/15/2022 22:33,Career Growth,5,FALSE
160,145,TRUE,9/25/2016 2:33,Work-Life Balance,1,FALSE
161,2105,TRUE,10/25/2015 15:24,Work-Life Balance,4,TRUE
162,3144,TRUE,2/14/2022 5:17,Career Growth,4,TRUE
163,842,TRUE,9/4/2015 6:06,Career Growth,1,TRUE
164,1129,TRUE,2/18/2025 16:40,Manager Issues,3,TRUE
165,152,TRUE,6/24/2012 18:15,Career Growth,5,TRUE
166,3592,TRUE,5/21/2018 0:29,Salary,2,FALSE
167,1053,TRUE,6/14/2020 3:28,Manager Issues,5,TRUE
168,1591,TRUE,12/21/2023 23:56,Work-Life Balance,5,TRUE
169,3009,TRUE,10/21/2018 2:51,Manager Issues,4,FALSE
170,2030,TRUE,1/27/2014 3:39,Career Growth,5,TRUE
171,3419,TRUE,9/6/2015 10:18,Career Growth,4,FALSE
172,1808,TRUE,9/20/2016 20:02,Salary,2,TRUE
173,2697,TRUE,1/6/2023 13:50,Salary,5,TRUE
174,3040,TRUE,6/19/2019 14:52,Manager Issues,1,FALSE
175,473,TRUE,2/26/2018 2:42,Work-Life Balance,5,FALSE
176,3290,TRUE,4/14/2025 18:01,Manager Issues,1,FALSE
177,4075,TRUE,9/23/2018 3:49,Manager Issues,4,TRUE
178,3497,TRUE,12/1/2017 3:27,Salary,5,TRUE
179,280,TRUE,8/23/2014 10:33,Manager Issues,4,FALSE
180,1742,TRUE,12/14/2017 19:27,Salary,1,FALSE
181,4625,TRUE,4/10/2020 10:50,Salary,4,FALSE
182,2887,TRUE,3/21/2018 2:42,Manager Issues,3,TRUE
183,1942,TRUE,12/7/2016 8:55,Salary,1,TRUE
184,101,TRUE,11/16/2014 9:07,Career Growth,4,FALSE
185,2805,TRUE,2/22/2020 2:15,Career Growth,5,TRUE
186,3571,TRUE,5/29/2022 21:12,Manager Issues,4,TRUE
187,3685,TRUE,6/30/2023 21:09,Work-Life Balance,2,FALSE
188,3662,TRUE,8/22/2021 0:26,Work-Life Balance,1,TRUE
189,531,TRUE,12/3/2014 3:22,Career Growth,4,FALSE
190,1887,TRUE,1/8/2024 3:32,Salary,3,FALSE
191,682,TRUE,5/5/2015 1:28,Work-Life Balance,2,FALSE
192,3795,TRUE,10/28/2016 7:47,Work-Life Balance,1,FALSE
193,3945,TRUE,1/5/2018 12:00,Manager Issues,2,TRUE
194,4667,TRUE,2/15/2019 17:12,Manager Issues,5,TRUE
195,2019,TRUE,5/10/2026 19:41,Work-Life Balance,3,TRUE
196,1097,TRUE,9/2/2021 22:30,Work-Life Balance,5,FALSE
197,830,TRUE,2/25/2023 6:13,Career Growth,4,FALSE
198,2806,TRUE,4/22/2014 3:11,Manager Issues,2,TRUE
199,3830,TRUE,7/10/2020 20:24,Manager Issues,5,FALSE
200,4382,TRUE,1/30/2013 13:15,Work-Life Balance,4,FALSE
201,3892,TRUE,2/14/2016 19:15,Career Growth,3,FALSE
202,765,TRUE,8/7/2021 3:40,Salary,5,FALSE
203,2768,TRUE,2/19/2022 15:28,Manager Issues,2,TRUE
204,4329,TRUE,11/11/2023 6:20,Manager Issues,5,FALSE
205,3296,TRUE,4/2/2015 8:07,Work-Life Balance,3,FALSE
206,2195,TRUE,10/12/2022 0:02,Work-Life Balance,4,FALSE
207,2358,TRUE,4/4/2020 17:46,Salary,5,FALSE
208,3426,TRUE,2/20/2016 2:35,Manager Issues,5,FALSE
209,3980,TRUE,11/9/2024 11:47,Career Growth,1,FALSE
210,912,TRUE,8/11/2016 20:07,Career Growth,4,FALSE
211,3146,TRUE,5/21/2012 17:41,Work-Life Balance,1,TRUE
212,1000,TRUE,3/18/2016 22:00,Career Growth,1,FALSE
213,3654,TRUE,1/20/2024 10:08,Career Growth,3,FALSE
214,2484,TRUE,11/27/2024 23:25,Work-Life Balance,3,TRUE
215,4077,TRUE,8/14/2013 18:04,Salary,2,FALSE
216,2371,TRUE,10/5/2017 1:03,Salary,4,FALSE
217,4839,TRUE,11/26/2012 8:34,Manager Issues,4,FALSE
218,34,TRUE,1/16/2016 17:33,Work-Life Balance,3,TRUE
219,3790,TRUE,6/22/2025 6:55,Work-Life Balance,3,TRUE
220,1021,TRUE,12/26/2016 6:01,Manager Issues,1,FALSE
221,1648,TRUE,6/29/2013 7:47,Career Growth,3,FALSE
222,734,TRUE,1/14/2012 20:04,Salary,5,TRUE
223,4583,TRUE,10/19/2021 23:32,Manager Issues,4,FALSE
224,3275,TRUE,4/5/2016 10:06,Manager Issues,2,FALSE
225,1621,TRUE,5/20/2022 1:24,Manager Issues,1,FALSE
226,3136,TRUE,4/24/2022 19:19,Salary,5,TRUE
227,2690,TRUE,11/21/2016 5:02,Career Growth,3,TRUE
228,2708,TRUE,7/6/2018 14:40,Salary,2,FALSE
229,298,TRUE,9/12/2022 9:22,Work-Life Balance,3,FALSE
230,2340,TRUE,8/8/2020 23:43,Work-Life Balance,5,TRUE
231,654,TRUE,4/10/2018 20:21,Manager Issues,2,FALSE
232,3775,TRUE,9/28/2022 13:05,Work-Life Balance,3,FALSE
233,1256,TRUE,1/21/2022 20:06,Salary,5,TRUE
234,4521,TRUE,11/15/2020 12:36,Work-Life Balance,5,TRUE
235,231,TRUE,10/2/2017 2:32,Work-Life Balance,2,FALSE
236,3277,TRUE,1/28/2018 15:46,Career Growth,5,FALSE
237,3231,TRUE,8/9/2018 4:51,Salary,3,FALSE
238,692,TRUE,12/1/2022 16:21,Work-Life Balance,2,FALSE
239,2755,TRUE,8/9/2024 12:15,Salary,1,TRUE
240,4864,TRUE,3/28/2025 16:32,Work-Life Balance,5,FALSE
241,970,TRUE,3/18/2015 6:03,Career Growth,3,FALSE
242,634,TRUE,8/3/2025 6:24,Work-Life Balance,2,FALSE
243,4093,TRUE,4/26/2017 8:01,Manager Issues,1,FALSE
244,4078,TRUE,1/1/2018 17:00,Career Growth,1,TRUE
245,1322,TRUE,8/1/2025 8:08,Work-Life Balance,4,FALSE
246,1832,TRUE,11/17/2024 2:08,Manager Issues,4,FALSE
247,2179,TRUE,2/12/2026 19:22,Work-Life Balance,2,TRUE
248,1418,TRUE,9/30/2017 4:12,Manager Issues,5,TRUE
249,1783,TRUE,12/10/2021 3:22,Career Growth,3,FALSE
250,4716,TRUE,11/13/2014 18:46,Work-Life Balance,5,TRUE
251,4702,TRUE,8/7/2013 12:49,Salary,3,TRUE
252,4119,TRUE,7/5/2020 21:12,Work-Life Balance,3,TRUE
253,1653,TRUE,6/14/2025 2:26,Salary,4,TRUE
254,1484,TRUE,2/21/2021 14:52,Career Growth,4,FALSE
255,2276,TRUE,5/13/2018 10:48,Salary,5,TRUE
256,878,TRUE,12/7/2017 12:36,Manager Issues,2,TRUE
257,3526,TRUE,11/30/2023 3:34,Salary,3,FALSE
258,2017,TRUE,4/6/2015 18:49,Career Growth,4,TRUE
259,427,TRUE,9/6/2022 23:04,Career Growth,2,FALSE
260,627,TRUE,9/27/2013 12:59,Salary,4,TRUE
261,1590,TRUE,10/26/2022 2:02,Manager Issues,3,FALSE
262,2224,TRUE,10/29/2021 9:46,Career Growth,1,TRUE
263,2218,TRUE,4/9/2017 4:11,Work-Life Balance,4,FALSE
264,4484,TRUE,2/16/2022 3:08,Career Growth,2,TRUE
265,1486,TRUE,9/29/2013 23:10,Work-Life Balance,5,FALSE
266,1740,TRUE,9/30/2025 2:59,Salary,5,FALSE
267,2481,TRUE,5/15/2015 12:02,Manager Issues,3,TRUE
268,2585,TRUE,4/25/2016 15:10,Work-Life Balance,1,FALSE
269,2894,TRUE,10/3/2023 15:49,Manager Issues,4,FALSE
270,150,TRUE,4/15/2023 11:44,Manager Issues,4,TRUE
271,677,TRUE,4/21/2019 17:08,Salary,1,FALSE
272,1262,TRUE,2/26/2019 20:14,Career Growth,3,TRUE
273,4918,TRUE,4/7/2021 4:52,Career Growth,3,FALSE
274,13,TRUE,3/31/2022 14:32,Career Growth,2,TRUE
275,1834,TRUE,2/21/2016 10:38,Manager Issues,2,TRUE
276,3249,TRUE,5/13/2020 4:08,Career Growth,2,FALSE
277,1492,TRUE,8/14/2017 7:06,Career Growth,3,TRUE
278,2728,TRUE,1/5/2015 17:59,Salary,4,TRUE
279,3687,TRUE,9/2/2016 5:40,Career Growth,5,FALSE
280,1425,TRUE,4/15/2019 19:01,Manager Issues,3,FALSE
281,4606,TRUE,12/11/2022 10:34,Salary,1,TRUE
282,4596,TRUE,8/20/2018 16:32,Career Growth,5,TRUE
283,732,TRUE,1/23/2014 1:43,Work-Life Balance,3,FALSE
284,1232,TRUE,1/6/2013 8:23,Career Growth,3,FALSE
285,1635,TRUE,12/14/2021 18:18,Manager Issues,2,FALSE
286,3937,TRUE,6/3/2017 13:46,Salary,4,TRUE
287,1211,TRUE,8/27/2025 1:24,Career Growth,4,TRUE
288,3269,TRUE,4/15/2017 13:47,Work-Life Balance,5,FALSE
289,1935,TRUE,2/10/2019 5:59,Career Growth,3,FALSE
290,554,TRUE,9/19/2022 2:54,Salary,2,TRUE
291,492,TRUE,10/26/2019 12:39,Salary,1,FALSE
292,2963,TRUE,2/21/2023 12:58,Salary,3,FALSE
293,2330,TRUE,12/18/2014 5:31,Salary,2,TRUE
294,2196,TRUE,5/17/2027 18:01,Salary,1,TRUE
295,3065,TRUE,11/21/2016 23:19,Manager Issues,1,FALSE
296,658,TRUE,4/16/2022 0:46,Work-Life Balance,5,FALSE
297,2375,TRUE,11/29/2021 10:48,Work-Life Balance,4,FALSE
298,2226,TRUE,6/7/2016 11:10,Work-Life Balance,4,TRUE
299,4265,TRUE,3/9/2026 21:00,Manager Issues,5,FALSE
300,1171,TRUE,1/4/2016 12:42,Salary,3,TRUE
301,133,TRUE,10/21/2019 5:29,Career Growth,2,TRUE
302,472,TRUE,12/29/2024 14:52,Manager Issues,4,FALSE
303,3226,TRUE,11/18/2026 3:13,Salary,5,TRUE
304,1406,TRUE,3/16/2024 13:20,Manager Issues,4,FALSE
305,2877,TRUE,10/28/2013 6:24,Career Growth,4,FALSE
306,4505,TRUE,3/18/2016 16:07,Career Growth,4,FALSE
307,4693,TRUE,2/17/2017 11:08,Work-Life Balance,3,FALSE
308,2827,TRUE,2/23/2016 10:26,Manager Issues,5,FALSE
309,288,TRUE,1/29/2021 13:26,Career Growth,4,TRUE
310,1870,TRUE,2/25/2026 19:15,Salary,4,TRUE
311,3115,TRUE,5/13/2022 21:39,Work-Life Balance,5,FALSE
312,3626,TRUE,11/4/2023 9:51,Career Growth,1,TRUE
313,2313,TRUE,8/21/2023 0:49,Work-Life Balance,3,TRUE
314,4924,TRUE,2/28/2012 6:37,Salary,3,TRUE
315,1619,TRUE,11/27/2018 8:02,Salary,2,TRUE
316,995,TRUE,7/25/2026 0:34,Manager Issues,2,FALSE
317,1804,TRUE,6/19/2016 15:25,Salary,1,TRUE
318,2643,TRUE,7/13/2015 6:43,Salary,2,FALSE
319,4803,TRUE,10/9/2019 22:28,Salary,4,FALSE
320,3536,TRUE,5/30/2023 22:37,Work-Life Balance,4,FALSE
321,4832,TRUE,9/4/2026 6:56,Salary,2,TRUE
322,3912,TRUE,3/16/2013 11:40,Work-Life Balance,3,TRUE
323,2108,TRUE,3/2/2025 1:32,Career Growth,1,TRUE
324,3045,TRUE,4/17/2022 18:28,Career Growth,4,TRUE
325,417,TRUE,12/24/2011 0:48,Work-Life Balance,1,TRUE
326,978,TRUE,2/5/2025 20:27,Work-Life Balance,2,TRUE
327,2418,TRUE,6/10/2023 17:12,Salary,5,FALSE
328,506,TRUE,5/3/2024 20:52,Salary,1,TRUE
329,4153,TRUE,5/12/2013 13:25,Work-Life Balance,1,TRUE
330,4256,TRUE,5/15/2020 8:41,Manager Issues,2,TRUE
331,3942,TRUE,6/10/2018 3:47,Manager Issues,2,FALSE
332,415,TRUE,3/31/2017 10:31,Manager Issues,4,FALSE
333,4149,TRUE,10/5/2018 9:48,Career Growth,5,FALSE
334,1184,TRUE,11/11/2025 13:58,Salary,5,TRUE
335,486,TRUE,12/24/2024 5:54,Work-Life Balance,1,TRUE
336,894,TRUE,2/9/2025 12:57,Career Growth,5,FALSE
337,806,TRUE,1/9/2016 12:22,Career Growth,2,FALSE
338,556,TRUE,8/6/2024 6:15,Salary,2,FALSE
339,3826,TRUE,1/31/2015 14:06,Work-Life Balance,2,FALSE
340,1198,TRUE,10/30/2019 5:03,Manager Issues,1,FALSE
341,4254,TRUE,10/16/2021 10:53,Salary,3,TRUE
342,4059,TRUE,7/21/2024 17:34,Career Growth,2,TRUE
343,1294,TRUE,3/27/2014 4:39,Career Growth,5,TRUE
344,2222,TRUE,5/25/2024 8:15,Career Growth,5,TRUE
345,3505,TRUE,2/16/2025 20:04,Career Growth,2,FALSE
346,3655,TRUE,4/28/2012 16:43,Manager Issues,3,TRUE
347,4759,TRUE,6/12/2014 18:21,Work-Life Balance,1,FALSE
348,3007,TRUE,2/25/2017 16:50,Manager Issues,2,FALSE
349,2094,TRUE,9/14/2014 17:25,Career Growth,1,FALSE
350,2188,TRUE,2/21/2026 2:02,Work-Life Balance,3,TRUE
351,3037,TRUE,2/27/2021 19:33,Salary,2,TRUE
352,3919,TRUE,6/5/2025 23:22,Salary,2,FALSE
353,1273,TRUE,4/1/2023 19:09,Manager Issues,2,TRUE
354,291,TRUE,7/5/2024 6:32,Salary,4,TRUE
355,4828,TRUE,3/5/2024 19:09,Career Growth,2,FALSE
356,253,TRUE,5/7/2022 12:41,Work-Life Balance,2,TRUE
357,3246,TRUE,1/17/2016 17:28,Work-Life Balance,3,TRUE
358,351,TRUE,6/4/2013 6:40,Manager Issues,3,TRUE
359,1188,TRUE,2/2/2021 13:29,Work-Life Balance,4,FALSE
360,1962,TRUE,4/3/2025 14:18,Salary,2,TRUE
361,423,TRUE,12/12/2019 18:40,Manager Issues,5,TRUE
362,91,TRUE,1/14/2021 13:07,Career Growth,1,TRUE
363,3730,TRUE,8/22/2015 17:36,Manager Issues,2,TRUE
364,2237,TRUE,3/19/2022 23:49,Salary,4,FALSE
365,671,TRUE,5/26/2026 11:15,Salary,5,FALSE
366,3041,TRUE,8/23/2019 3:42,Salary,3,TRUE
367,27,TRUE,11/27/2023 13:24,Manager Issues,1,FALSE
368,430,TRUE,9/25/2017 14:14,Manager Issues,4,TRUE
369,684,TRUE,8/6/2020 9:11,Work-Life Balance,3,FALSE
370,4464,TRUE,11/14/2022 17:29,Manager Issues,2,TRUE
371,3946,TRUE,5/27/2017 9:22,Career Growth,4,FALSE
372,3524,TRUE,1/1/2013 18:06,Manager Issues,2,TRUE
373,1542,TRUE,12/30/2014 19:09,Work-Life Balance,4,TRUE
374,2032,TRUE,9/24/2017 1:59,Career Growth,4,TRUE
375,2233,TRUE,4/7/2020 23:11,Career Growth,2,FALSE
376,4121,TRUE,9/15/2022 3:48,Manager Issues,4,FALSE
377,3236,TRUE,12/2/2020 22:00,Work-Life Balance,3,TRUE
378,255,TRUE,11/18/2013 16:51,Work-Life Balance,3,TRUE
379,1030,TRUE,7/1/2019 7:48,Career Growth,1,TRUE
380,4393,TRUE,10/8/2024 3:42,Career Growth,1,FALSE
381,3801,TRUE,12/25/2016 12:15,Work-Life Balance,4,TRUE
382,4311,TRUE,10/29/2013 19:35,Salary,3,FALSE
383,2510,TRUE,12/18/2023 8:14,Salary,2,FALSE
384,2293,TRUE,6/15/2016 7:04,Manager Issues,4,TRUE
385,1324,TRUE,9/21/2011 19:51,Work-Life Balance,2,TRUE
386,1551,TRUE,8/4/2024 18:09,Career Growth,5,TRUE
387,4648,TRUE,11/26/2021 23:01,Salary,1,FALSE
388,316,TRUE,8/5/2018 7:15,Career Growth,4,TRUE
389,1243,TRUE,11/21/2017 16:14,Career Growth,4,TRUE
390,2451,TRUE,1/16/2024 6:01,Work-Life Balance,2,FALSE
391,1579,TRUE,11/6/2013 9:54,Career Growth,1,FALSE
392,4626,TRUE,6/3/2016 13:10,Work-Life Balance,2,TRUE
393,3117,TRUE,7/22/2020 22:10,Career Growth,2,TRUE
394,70,TRUE,7/11/2015 23:31,Salary,1,FALSE
395,860,TRUE,7/5/2024 20:34,Work-Life Balance,5,FALSE
396,2754,TRUE,2/24/2022 11:12,Career Growth,3,TRUE
397,1633,TRUE,6/14/2023 5:20,Manager Issues,3,FALSE
398,1651,TRUE,11/17/2024 6:15,Manager Issues,5,FALSE
399,3861,TRUE,8/20/2021 10:52,Manager Issues,1,TRUE
400,3107,TRUE,10/26/2022 0:50,Manager Issues,4,TRUE
401,1075,TRUE,10/19/2021 0:23,Salary,1,FALSE
402,4002,TRUE,5/17/2026 2:47,Salary,2,TRUE
403,788,TRUE,7/21/2018 21:21,Manager Issues,1,FALSE
404,2606,TRUE,12/15/2021 21:07,Career Growth,3,FALSE
