job_history_id,employee_id,department_id,job_role,job_level,start_date,end_date,promotion_flag,job_change_reason
91,44,2,Data Analyst,5,2019-07-05 15:13:30,2020-11-13 15:13:30,True,Promotion
92,44,2,Data Analyst,5,2020-11-13 15:13:30,,True,Promotion
93,45,4,Software Engineer,2,2016-08-28 10:59:17,,False,Role Change
94,46,18,Data Analyst,2,2015-06-19 09:45:41,2016-05-11 09:45:41,False,Role Change
95,46,18,Data Analyst,2,2016-05-11 09:45:41,2017-08-09 09:45:41,True,Promotion
96,46,18,Data Analyst,2,2017-08-09 09:45:41,,True,Transfer
97,47,19,Data Analyst,2,2020-03-01 10:57:34,,False,Role Change
98,48,18,Data Analyst,5,2018-12-06 18:50:16,,False,Transfer
99,49,14,Software Engineer,3,2020-09-08 04:04:55,2021-12-20 04:04:55,False,Transfer
100,49,14,Software Engineer,3,2021-12-20 04:04:55,2024-05-19 04:04:55,True,Transfer
101,49,14,Software Engineer,3,2024-05-19 04:04:55,,True,Promotion
102,50,8,Software Engineer,2,2021-03-30 03:42:47,2022-04-30 03:42:47,False,Transfer
103,50,8,Software Engineer,2,2022-04-30 03:42:47,,True,Role Change
104,51,5,HR Manager,3,2012-01-16 14:23:16,2012-09-22 14:23:16,False,Role Change
105,51,5,HR Manager,3,2012-09-22 14:23:16,2013-04-13 14:23:16,True,Role Change
106,51,5,HR Manager,3,2013-04-13 14:23:16,,True,Role Change
107,52,5,Data Analyst,1,2011-10-21 11:46:48,2012-11-25 11:46:48,False,Transfer
108,52,5,Data Analyst,1,2012-11-25 11:46:48,,True,Promotion
109,53,8,HR Manager,2,2010-02-12 14:47:07,,False,Promotion
110,54,11,Manager,3,2014-04-19 05:35:18,2016-09-22 05:35:18,False,Role Change
111,54,11,Manager,3,2016-09-22 05:35:18,,True,Promotion
112,55,7,Manager,3,2017-09-16 18:00:59,2019-02-16 18:00:59,False,Transfer
113,55,7,Manager,3,2019-02-16 18:00:59,,True,Transfer
114,56,13,Data Analyst,4,2012-05-12 03:14:43,,False,Promotion
115,57,17,Sales Executive,3,2018-05-24 03:06:00,2019-11-13 03:06:00,False,Role Change
116,57,17,Sales Executive,3,2019-11-13 03:06:00,2022-01-14 03:06:00,True,Promotion
117,57,17,Sales Executive,3,2022-01-14 03:06:00,,True,Transfer
118,58,19,Manager,4,2019-07-02 23:30:14,2021-02-02 23:30:14,False,Role Change
119,58,19,Manager,4,2021-02-02 23:30:14,2022-02-10 23:30:14,True,Transfer
120,58,19,Manager,4,2022-02-10 23:30:14,,True,Promotion
121,59,3,Sales Executive,3,2022-07-28 04:12:03,2023-05-17 04:12:03,False,Role Change
122,59,3,Sales Executive,3,2023-05-17 04:12:03,2024-01-08 04:12:03,True,Transfer
123,59,3,Sales Executive,3,2024-01-08 04:12:03,,True,Transfer
124,60,2,HR Manager,3,2018-04-02 10:18:44,,False,Transfer
125,61,6,Data Analyst,1,2021-09-09 17:33:29,,False,Role Change
126,62,19,HR Manager,3,2015-03-06 17:34:24,2016-09-11 17:34:24,False,Role Change
127,62,19,HR Manager,3,2016-09-11 17:34:24,2018-08-26 17:34:24,True,Promotion
128,62,19,HR Manager,3,2018-08-26 17:34:24,,True,Promotion
129,63,15,HR Manager,5,2017-10-01 04:13:02,2018-11-16 04:13:02,False,Promotion
130,63,15,HR Manager,5,2018-11-16 04:13:02,,True,Promotion
131,64,4,Software Engineer,5,2014-10-22 01:14:22,2017-02-22 01:14:22,False,Promotion
132,64,4,Software Engineer,5,2017-02-22 01:14:22,2018-08-07 01:14:22,True,Transfer
133,64,4,Software Engineer,5,2018-08-07 01:14:22,,True,Role Change
134,65,19,Data Analyst,5,2010-08-18 21:27:28,2011-09-27 21:27:28,False,Role Change
135,65,19,Data Analyst,5,2011-09-27 21:27:28,,True,Transfer
136,66,7,Software Engineer,1,2018-04-12 00:33:02,,False,Promotion
137,67,20,HR Manager,3,2013-03-20 11:57:59,2014-12-15 11:57:59,False,Role Change
138,67,20,HR Manager,3,2014-12-15 11:57:59,2015-07-15 11:57:59,True,Transfer
139,67,20,HR Manager,3,2015-07-15 11:57:59,,True,Transfer
140,68,14,Sales Executive,1,2015-09-16 15:26:32,2016-08-12 15:26:32,False,Transfer
141,68,14,Sales Executive,1,2016-08-12 15:26:32,2019-01-13 15:26:32,True,Role Change
142,68,14,Sales Executive,1,2019-01-13 15:26:32,,True,Transfer
143,69,7,Data Analyst,3,2018-08-02 04:11:43,,False,Transfer
144,70,20,Data Analyst,4,2011-01-27 23:31:55,,False,Transfer
145,71,14,Manager,1,2019-03-10 10:33:11,2020-12-28 10:33:11,False,Transfer
146,71,14,Manager,1,2020-12-28 10:33:11,2023-05-18 10:33:11,True,Role Change
147,71,14,Manager,1,2023-05-18 10:33:11,,True,Promotion
148,72,5,Sales Executive,5,2012-11-05 09:34:29,2013-08-31 09:34:29,False,Promotion
149,72,5,Sales Executive,5,2013-08-31 09:34:29,2014-08-26 09:34:29,True,Transfer
150,72,5,Sales Executive,5,2014-08-26 09:34:29,,True,Transfer
151,73,15,Sales Executive,5,2022-12-05 08:34:42,2023-10-18 08:34:42,False,Role Change
152,73,15,Sales Executive,5,2023-10-18 08:34:42,2024-10-22 08:34:42,True,Promotion
153,73,15,Sales Executive,5,2024-10-22 08:34:42,,True,Transfer
154,74,12,HR Manager,5,2022-06-18 00:52:17,2024-03-12 00:52:17,False,Role Change
155,74,12,HR Manager,5,2024-03-12 00:52:17,2026-07-09 00:52:17,True,Role Change
156,74,12,HR Manager,5,2026-07-09 00:52:17,,True,Role Change
157,75,17,HR Manager,3,2021-08-05 23:43:41,,False,Transfer
158,76,5,HR Manager,3,2018-01-27 04:48:07,2019-01-24 04:48:07,False,Promotion
159,76,5,HR Manager,3,2019-01-24 04:48:07,,True,Role Change
160,77,19,Manager,1,2021-06-19 00:53:56,2023-12-03 00:53:56,False,Transfer
161,77,19,Manager,1,2023-12-03 00:53:56,,True,Promotion
162,78,10,Sales Executive,2,2017-06-11 23:16:36,2018-02-11 23:16:36,False,Promotion
163,78,10,Sales Executive,2,2018-02-11 23:16:36,,True,Transfer
164,79,12,Software Engineer,3,2017-03-17 23:22:48,,False,Promotion
165,80,2,Sales Executive,2,2015-06-07 23:30:48,,False,Role Change
166,81,17,Software Engineer,2,2021-08-08 23:29:27,2023-01-11 23:29:27,False,Role Change
167,81,17,Software Engineer,2,2023-01-11 23:29:27,2024-06-29 23:29:27,True,Promotion
168,81,17,Software Engineer,2,2024-06-29 23:29:27,,True,Transfer
169,82,5,Data Analyst,3,2020-06-22 14:58:23,2022-02-18 14:58:23,False,Promotion
170,82,5,Data Analyst,3,2022-02-18 14:58:23,2022-12-11 14:58:23,True,Promotion
171,82,5,Data Analyst,3,2022-12-11 14:58:23,,True,Role Change
172,83,15,Software Engineer,1,2019-05-30 13:58:35,2021-06-18 13:58:35,False,Role Change
173,83,15,Software Engineer,1,2021-06-18 13:58:35,2023-02-17 13:58:35,True,Promotion
174,83,15,Software Engineer,1,2023-02-17 13:58:35,,True,Transfer
175,84,20,Data Analyst,2,2010-08-15 15:09:53,2011-09-28 15:09:53,False,Promotion
176,84,20,Data Analyst,2,2011-09-28 15:09:53,,True,Promotion
177,85,13,HR Manager,1,2011-09-14 01:09:17,2014-01-07 01:09:17,False,Promotion
178,85,13,HR Manager,1,2014-01-07 01:09:17,,True,Role Change
179,86,20,Sales Executive,1,2014-10-12 19:08:02,2015-10-07 19:08:02,False,Promotion
180,86,20,Sales Executive,1,2015-10-07 19:08:02,,True,Promotion
181,87,11,HR Manager,3,2012-05-25 21:29:01,,False,Promotion
182,88,18,Sales Executive,2,2019-08-16 03:53:59,,False,Role Change
183,89,9,Software Engineer,1,2013-01-05 02:40:12,2015-05-20 02:40:12,False,Promotion
184,89,9,Software Engineer,1,2015-05-20 02:40:12,2017-09-11 02:40:12,True,Role Change
185,89,9,Software Engineer,1,2017-09-11 02:40:12,,True,Role Change
186,90,16,Sales Executive,2,2014-06-21 04:59:48,2016-03-19 04:59:48,False,Role Change
187,90,16,Sales Executive,2,2016-03-19 04:59:48,2016-10-17 04:59:48,True,Promotion
188,90,16,Sales Executive,2,2016-10-17 04:59:48,,True,Promotion
189,91,15,Software Engineer,1,2017-11-01 13:07:34,2019-01-17 13:07:34,False,Promotion
190,91,15,Software Engineer,1,2019-01-17 13:07:34,2020-03-15 13:07:34,True,Promotion
191,91,15,Software Engineer,1,2020-03-15 13:07:34,,True,Promotion
192,92,4,Sales Executive,3,2017-07-10 07:33:17,,False,Promotion
193,93,12,Data Analyst,1,2015-08-22 14:23:51,2016-10-09 14:23:51,False,Role Change
194,93,12,Data Analyst,1,2016-10-09 14:23:51,2017-06-15 14:23:51,True,Role Change
195,93,12,Data Analyst,1,2017-06-15 14:23:51,,True,Promotion
196,94,13,Software Engineer,3,2019-08-29 06:47:01,2021-03-13 06:47:01,False,Role Change
197,94,13,Software Engineer,3,2021-03-13 06:47:01,,True,Transfer
198,95,9,HR Manager,3,2019-05-20 07:34:54,2020-05-09 07:34:54,False,Role Change
199,95,9,HR Manager,3,2020-05-09 07:34:54,2022-05-30 07:34:54,True,Transfer
200,95,9,HR Manager,3,2022-05-30 07:34:54,,True,Transfer
201,96,15,HR Manager,2,2016-12-12 08:22:12,,False,Transfer
202,97,18,HR Manager,2,2017-10-12 19:11:51,2020-03-03 19:11:51,False,Promotion
203,97,18,HR Manager,2,2020-03-03 19:11:51,,True,Transfer
204,98,20,HR Manager,2,2022-02-05 19:39:43,,False,Transfer
205,99,7,Data Analyst,4,2017-01-19 01:02:40,2019-01-08 01:02:40,False,Promotion
206,99,7,Data Analyst,4,2019-01-08 01:02:40,2019-11-10 01:02:40,True,Transfer
207,99,7,Data Analyst,4,2019-11-10 01:02:40,,True,Promotion
208,100,12,Data Analyst,2,2011-10-15 07:18:08,,False,Promotion
209,101,10,Manager,2,2010-08-08 09:07:14,2011-04-03 09:07:14,False,Promotion
210,101,10,Manager,2,2011-04-03 09:07:14,2011-11-21 09:07:14,True,Transfer
211,101,10,Manager,2,2011-11-21 09:07:14,,True,Role Change
212,102,7,Manager,1,2018-12-15 05:01:13,2021-06-01 05:01:13,False,Role Change
213,102,7,Manager,1,2021-06-01 05:01:13,,True,Promotion
214,103,14,Manager,4,2020-05-01 11:25:00,2022-10-01 11:25:00,False,Role Change
215,103,14,Manager,4,2022-10-01 11:25:00,,True,Role Change
216,104,15,Manager,4,2014-01-23 11:35:07,2015-04-03 11:35:07,False,Promotion
217,104,15,Manager,4,2015-04-03 11:35:07,2016-12-21 11:35:07,True,Role Change
218,104,15,Manager,4,2016-12-21 11:35:07,,True,Promotion
219,105,4,Sales Executive,1,2016-05-28 19:04:05,2017-05-24 19:04:05,False,Promotion
220,105,4,Sales Executive,1,2017-05-24 19:04:05,,True,Promotion
221,106,8,Software Engineer,2,2016-03-29 14:22:13,2018-01-29 14:22:13,False,Promotion
222,106,8,Software Engineer,2,2018-01-29 14:22:13,2018-11-13 14:22:13,True,Role Change
223,106,8,Software Engineer,2,2018-11-13 14:22:13,,True,Promotion
224,107,19,HR Manager,5,2010-04-27 12:28:04,2011-08-09 12:28:04,False,Promotion
225,107,19,HR Manager,5,2011-08-09 12:28:04,,True,Promotion
226,108,19,Sales Executive,3,2018-05-31 15:07:25,2019-10-11 15:07:25,False,Transfer
227,108,19,Sales Executive,3,2019-10-11 15:07:25,,True,Role Change
228,109,5,Data Analyst,4,2015-06-15 10:06:30,2017-09-21 10:06:30,False,Promotion
229,109,5,Data Analyst,4,2017-09-21 10:06:30,,True,Promotion
230,110,3,HR Manager,1,2014-07-11 03:45:08,2015-12-07 03:45:08,False,Transfer
231,110,3,HR Manager,1,2015-12-07 03:45:08,,True,Transfer
232,111,10,Software Engineer,5,2016-12-22 11:49:33,,False,Role Change
233,112,15,Software Engineer,3,2017-10-13 14:10:25,2019-02-16 14:10:25,False,Transfer
234,112,15,Software Engineer,3,2019-02-16 14:10:25,2021-07-29 14:10:25,True,Transfer
235,112,15,Software Engineer,3,2021-07-29 14:10:25,,True,Transfer
236,113,2,Data Analyst,5,2012-02-29 00:28:51,2014-06-21 00:28:51,False,Role Change
237,113,2,Data Analyst,5,2014-06-21 00:28:51,,True,Promotion
238,114,10,HR Manager,2,2018-10-20 08:12:16,2021-02-28 08:12:16,False,Transfer
239,114,10,HR Manager,2,2021-02-28 08:12:16,,True,Transfer
240,115,16,Manager,1,2022-01-31 05:37:42,2022-12-19 05:37:42,False,Promotion
241,115,16,Manager,1,2022-12-19 05:37:42,,True,Promotion
242,116,3,HR Manager,3,2022-06-21 14:01:48,2024-11-15 14:01:48,False,Transfer
243,116,3,HR Manager,3,2024-11-15 14:01:48,,True,Role Change
244,117,7,HR Manager,3,2019-05-27 15:31:47,,False,Transfer
245,118,19,Software Engineer,2,2010-05-20 03:43:40,2011-03-15 03:43:40,False,Promotion
246,118,19,Software Engineer,2,2011-03-15 03:43:40,2012-03-17 03:43:40,True,Transfer
247,118,19,Software Engineer,2,2012-03-17 03:43:40,,True,Promotion
248,119,15,Data Analyst,2,2020-08-01 22:16:35,,False,Transfer
249,120,12,HR Manager,2,2022-03-25 01:34:26,,False,Role Change
250,121,2,Sales Executive,1,2015-10-30 05:43:35,2017-05-24 05:43:35,False,Promotion
251,121,2,Sales Executive,1,2017-05-24 05:43:35,2018-01-22 05:43:35,True,Role Change
252,121,2,Sales Executive,1,2018-01-22 05:43:35,,True,Role Change
253,122,13,Sales Executive,4,2012-03-24 03:06:27,,False,Promotion
254,123,20,Data Analyst,5,2019-05-02 06:11:51,,False,Promotion
255,124,19,Manager,1,2019-01-17 13:43:20,2019-11-07 13:43:20,False,Promotion
256,124,19,Manager,1,2019-11-07 13:43:20,,True,Transfer
257,125,7,HR Manager,1,2016-10-08 13:36:48,,False,Transfer
258,126,3,HR Manager,5,2017-11-12 06:04:30,,False,Transfer
259,127,6,Software Engineer,3,2017-04-24 10:36:19,,False,Transfer
260,128,1,HR Manager,5,2018-10-31 07:15:17,,False,Transfer
261,129,2,Manager,2,2021-03-17 11:11:51,2023-02-07 11:11:51,False,Role Change
262,129,2,Manager,2,2023-02-07 11:11:51,2024-05-03 11:11:51,True,Role Change
263,129,2,Manager,2,2024-05-03 11:11:51,,True,Role Change
264,130,1,HR Manager,3,2019-03-23 10:10:05,2021-05-28 10:10:05,False,Transfer
265,130,1,HR Manager,3,2021-05-28 10:10:05,,True,Promotion
266,131,4,HR Manager,1,2010-11-21 15:50:45,2012-09-12 15:50:45,False,Role Change
267,131,4,HR Manager,1,2012-09-12 15:50:45,,True,Transfer
268,132,5,Software Engineer,5,2017-06-10 00:14:51,2019-04-29 00:14:51,False,Role Change
269,132,5,Software Engineer,5,2019-04-29 00:14:51,2021-09-26 00:14:51,True,Transfer
270,132,5,Software Engineer,5,2021-09-26 00:14:51,,True,Transfer
271,133,2,Sales Executive,1,2015-06-26 05:29:41,2017-04-30 05:29:41,False,Role Change
272,133,2,Sales Executive,1,2017-04-30 05:29:41,2019-01-01 05:29:41,True,Promotion
273,133,2,Sales Executive,1,2019-01-01 05:29:41,,True,Role Change
274,134,16,Sales Executive,1,2019-04-09 21:26:01,2021-03-19 21:26:01,False,Transfer
275,134,16,Sales Executive,1,2021-03-19 21:26:01,,True,Promotion
276,135,8,Manager,5,2013-08-04 07:46:43,2014-11-30 07:46:43,False,Role Change
277,135,8,Manager,5,2014-11-30 07:46:43,,True,Transfer
278,136,15,Data Analyst,1,2016-01-18 12:02:16,2017-02-22 12:02:16,False,Promotion
279,136,15,Data Analyst,1,2017-02-22 12:02:16,2017-10-26 12:02:16,True,Role Change
280,136,15,Data Analyst,1,2017-10-26 12:02:16,,True,Transfer
281,137,11,Data Analyst,4,2010-04-24 14:58:23,,False,Promotion
282,138,10,Software Engineer,4,2014-10-16 04:55:09,2016-08-03 04:55:09,False,Role Change
283,138,10,Software Engineer,4,2016-08-03 04:55:09,,True,Transfer
284,139,3,HR Manager,1,2020-06-26 07:03:22,,False,Promotion
285,140,11,Software Engineer,3,2020-11-17 08:13:25,2022-04-11 08:13:25,False,Promotion
286,140,11,Software Engineer,3,2022-04-11 08:13:25,,True,Transfer
287,141,17,Sales Executive,3,2016-04-29 00:25:04,2018-01-01 00:25:04,False,Transfer
288,141,17,Sales Executive,3,2018-01-01 00:25:04,,True,Role Change
289,142,10,Manager,3,2010-04-18 07:26:09,,False,Promotion
290,143,17,Data Analyst,3,2016-01-18 04:41:47,2017-06-18 04:41:47,False,Role Change
291,143,17,Data Analyst,3,2017-06-18 04:41:47,2018-12-16 04:41:47,True,Promotion
292,143,17,Data Analyst,3,2018-12-16 04:41:47,,True,Transfer
293,144,14,HR Manager,4,2018-02-02 21:10:50,,False,Role Change
294,145,1,Data Analyst,3,2015-03-04 02:33:35,2017-07-13 02:33:35,False,Promotion
295,145,1,Data Analyst,3,2017-07-13 02:33:35,2018-06-29 02:33:35,True,Transfer
296,145,1,Data Analyst,3,2018-06-29 02:33:35,,True,Transfer
297,146,9,Sales Executive,5,2013-08-18 20:12:30,,False,Promotion
298,147,15,HR Manager,3,2021-05-13 02:54:56,2022-05-13 02:54:56,False,Transfer
299,147,15,HR Manager,3,2022-05-13 02:54:56,2024-09-13 02:54:56,True,Promotion
300,147,15,HR Manager,3,2024-09-13 02:54:56,,True,Role Change
301,148,4,Sales Executive,5,2014-11-29 22:23:42,,False,Promotion
302,149,20,Data Analyst,4,2011-11-06 22:28:36,2013-05-11 22:28:36,False,Transfer
303,149,20,Data Analyst,4,2013-05-11 22:28:36,,True,Transfer
304,150,3,Data Analyst,5,2018-12-10 11:44:00,,False,Role Change
305,151,20,Sales Executive,5,2017-02-20 02:41:32,2017-12-04 02:41:32,False,Role Change
306,151,20,Sales Executive,5,2017-12-04 02:41:32,2019-08-04 02:41:32,True,Transfer
307,151,20,Sales Executive,5,2019-08-04 02:41:32,,True,Transfer
308,152,7,HR Manager,1,2010-10-06 18:15:30,2012-05-21 18:15:30,False,Transfer
309,152,7,HR Manager,1,2012-05-21 18:15:30,2013-06-10 18:15:30,True,Promotion
310,152,7,HR Manager,1,2013-06-10 18:15:30,,True,Transfer
311,153,3,Sales Executive,5,2018-11-30 08:10:51,2019-09-15 08:10:51,False,Transfer
312,153,3,Sales Executive,5,2019-09-15 08:10:51,2021-03-28 08:10:51,True,Promotion
313,153,3,Sales Executive,5,2021-03-28 08:10:51,,True,Role Change
314,154,15,HR Manager,1,2015-05-07 10:46:19,2016-02-18 10:46:19,False,Role Change
315,154,15,HR Manager,1,2016-02-18 10:46:19,2016-10-27 10:46:19,True,Transfer
316,154,15,HR Manager,1,2016-10-27 10:46:19,,True,Promotion
317,155,10,Software Engineer,3,2018-09-19 14:35:07,,False,Transfer
318,156,16,Software Engineer,5,2015-04-19 19:59:34,2015-12-26 19:59:34,False,Role Change
319,156,16,Software Engineer,5,2015-12-26 19:59:34,,True,Role Change
320,157,17,HR Manager,5,2010-05-02 10:40:36,,False,Role Change
321,158,19,Sales Executive,2,2022-02-27 18:00:27,,False,Role Change
322,159,1,HR Manager,3,2016-03-17 01:51:26,2017-03-25 01:51:26,False,Role Change
323,159,1,HR Manager,3,2017-03-25 01:51:26,2018-09-22 01:51:26,True,Role Change
324,159,1,HR Manager,3,2018-09-22 01:51:26,,True,Promotion
325,160,1,Data Analyst,5,2015-05-13 13:12:25,,False,Role Change
326,161,14,Sales Executive,5,2020-03-02 19:32:55,,False,Transfer
327,162,2,HR Manager,2,2022-11-15 10:48:42,,False,Transfer
328,163,2,Data Analyst,1,2018-04-03 13:49:33,2020-04-04 13:49:33,False,Transfer
329,163,2,Data Analyst,1,2020-04-04 13:49:33,,True,Promotion
330,164,20,Manager,3,2011-01-02 06:45:48,2012-08-06 06:45:48,False,Role Change
331,164,20,Manager,3,2012-08-06 06:45:48,2013-09-16 06:45:48,True,Promotion
332,164,20,Manager,3,2013-09-16 06:45:48,,True,Promotion
333,165,10,Data Analyst,2,2012-07-20 00:50:32,2014-05-12 00:50:32,False,Role Change
334,165,10,Data Analyst,2,2014-05-12 00:50:32,2016-02-10 00:50:32,True,Role Change
335,165,10,Data Analyst,2,2016-02-10 00:50:32,,True,Promotion
